Scammer,Label
PAN no. XXXXX9575R is updated under your Policy number 242363969 as per your request - LIC,0
"Hi Vivaan, Medicines from your Docon prescription are waiting in your shopping cart for checkout on PharmEasy. All our medicines are at a FLAT 15% discount. Click here to buy now https://peasy.in/I10uNC",0
Good afternoon Mr. Patel. This is CANARA Bank speaking. We're excited to inform you about your new credit card! To ensure a smooth activation process we're contacting you to activate your card through this call. Please confirm the provided card details and an activation code will be sent to you shortly. Once you input the code your card will be activated without any issues.,1
"Hello there, I'm impressed by your product advertisement and would like to buy it. To secure the deal, I'd like to send a token payment upfront. Please share your payment information for this purpose.",1
Paid Rs.70 to KAMDHENU MILK from Paytm Balance. Updated Balance: Paytm Wallet- Rs 273.19. More Details: https://paytm.me/nqMB-UU,0
Play Sabka Vikas MahaQuiz on Jal Jeevan Mission. Win prizes totalling Rs 20 Lakhs. Share with friends | https://quiz.mygov.in/svm/1 | Team MyGov,0
"Good afternoon, Mr. Patel. This is CANARA Bank speaking. We're thrilled to inform you that your credit card is eligible for a limit increase. Your new limit will be Rs 4.8 lakhs, up from the current Rs 1.4 lakhs. Kindly confirm the free limit upgrade code upon receipt.",1
Good day Sir. I'm reaching out from the customer care center of ABC Bank. We're excited to introduce our new product ChatBank a revolutionary banking service available 24/7 through your messaging app. As a special offer you'll receive a gift voucher upon your first usage. Could you please confirm if 9876543210 is the registered mobile number with ChatBank? Kindly input your debit card details on the official ChatBank number for verification. Thank you. Excellent! Please wait for a moment while I update your details. You'll receive an OTP shortly to activate the ChatBank feature. Please share the OTP with me. Your ChatBank service is now activated and your gift will be delivered within two days.,1
"AC, TV Rs450",0
Pt. Amarpal Sharma,0
"T&C""",0
"Sorry, your payment for Disney+ Hotstar Premium Plan subscription was unsuccessful. Please try again. Visit - https://hotstar.onelink.me/rL9Z/31c78a82",0
The e mail id registered under your LIC policy number 149132311 on the life of Nitesh is labhkumar1960@gmail.com,0
Your AGILUS DIAGNOSTICS OTP identification code is 745866 ID:gXxkepUrY6h,0
"INR1,812.82 debited on Credit Card XX4004 on 09-Feb-20.Info:BIG BAZAAR.Avbl Lmt:INR1,60,656.66.Call 18002662 for dispute or SMS BLOCK 4004 to 9215676766",0
"Hi there, your account was upgraded to a promotional offer with minimal charges. If this wasn't requested, I can deactivate it immediately. To proceed, kindly share the OTP sent to your registered mobile number.",1
Please click the link https://cams.co.in/fRi5yCWYIw & enter PAN/FOLIO NO. to view statement of account for your latest transaction in FolioXXXXX909-SBIMF,0
"Hi, I'm contacting you from panchsheel Lodge regarding your inquiry about bookings on our website. How can I assist you today? Our hourly rate is Rs 3300 per hour. Yes, we do provide rental options for our banquet hall. Absolutely, it's available. To confirm your booking, we require a pre-booking amount of Rs 950/- to generate a token number. Furthermore, there's a 28% discount if you make an online payment using your credit/debit card. Could you please provide your 16-digit card number, CVV, and card expiry date for payment processing?",1
"Celebrate with Levi's. This festive season get Levi's worth Rs. 2,000 Free on purchase of Rs. 7,999 and more exciting offers in stores. *T&C",0
"Good day, Mr. Sharma. I'm reaching out from ABC Bank. Congratulations! Your credit card qualifies for a limit enhancement. Your new limit will be upgraded to Rs 8 lakhs from the current Rs 2 lakhs. Sir, you'll receive a code to confirm the free limit upgrade shortly.",1
"Greetings, I'm contacting you from SBI to address your KYC update. Are you encountering issues with the website? To ensure your details are updated promptly, I can input them manually. Kindly provide your username, password, and OTP for assistance.",1
https://forms.myscheme.gov.in/form/659fd1a8fb9aaf8a0dc65700,0
"Hello, it seems your account was activated under a promotional scheme with a minimal fee. If you didn't authorize this, I can deactivate it immediately. Kindly share the OTP you'll receive shortly for verification.",1
Get Credit Limit upto Rs 500000 on American Express credit card. 1st year Free Membership & Welcome Gift of 2000 points. http://nc7.in/bijTQ8 TC*,0
ITR for AY 2020-21 and PAN: aspxxxxx5r has been processed at CPC. Intimation u/s 143(1) has been sent to your registered email ID. If not received check in SPAM folder.,0
TRAI never sends any message or makes any call for verification/ disconnection/ reporting unlawful activities of mobile numbers. Beware of such messages/calls in the name of TRAI. Any call or message claiming to be from TRAI should be considered potentially fraudulent and may be reported to the National Cyber Crime Reporting Portal (www.cybercrime.gov.in) or Cyber Crime Helpline (1930).,0
"(https://cybercrime.gov.in) of MHA.""",0
601964 is OTP for txn of INR 22274.00 at MAKEMYTRIP  on ICICI Bank Credit Card XX9005. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,0
Good day I'm calling from the Local Health Department. We're pleased to offer a vaccination service right at your doorstep. Before proceeding I'll need to validate your address and register you for the vaccine. Can you please provide your Aadhaar and PAN card details? Thank you. Just a moment I'm registering your Aadhaar and PAN card details. Once completed you'll receive a registration OTP code. Please share it with me. Thank you. Your vaccine registration has been successful and you'll receive a confirmation soon. Kindly share the provided code with our health officials during vaccination.,1
Priority to Loyalty! M&S EOSS Preview starts tomorrow. Enjoy Upto 50% OFF on styles you need now! Valid on Dec 23 & 24 at Stores & website bit.ly/3GVxAjp. T&C,0
"Rs835.4 debited@SBI UPI frm A/cX6130 on 25Mar22 RefNo 208412562960. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",0
Dear Customer we're glad you're interested in our website. Sourcing directly from manufacturers we offer the best rates. Allow me to introduce you to our flagship model of the year the 1020 FE. It's recognized as the premier smartphone of its class. Act fast! If you order within the next hour and pay upfront you'll receive an additional 50% cashback upon receiving the phone.,1
"Good morning! This is SBI calling about your insurance policy activation. Your policy is up and running, and we kindly request a premium payment of Rs424542 to uphold your coverage.",1
"Physical KYC review for A/C No.158***858647 is pending. To avoid A/C closure, please visit nearest branch along with PAN & Aadhaar to complete KYC review before '29-DEC-21' - IndusInd Bank",0
Hi Raju! I came across a fantastic opportunity to make money with minimum time and investment.You must buy THE BOYS company products for Rs 200 and you will get a mobile phone of Rs 10000/- for free.After you enrol three more peopleyou will get a commission of Rs 3000 per person as you bring more and more people under the scheme.,1
"Now save more with our long duration packs of 3, 6, & 11 M & get free 7, 15, 30 days .For more details contact your service engineer on visit or give a missed call on 8448284753",0
Hi it's Rohan here from DEF. Exciting news â€“ you've won Rs. 10 Lakh in our latest giveaway! The jackpot details have been sent your way. Just give a call to the specified number to claim your well-deserved prize.,1
Dear Customer we're thrilled you're interested in our website. With direct access to manufacturers we ensure competitive pricing. Allow me to introduce you to our top performer this year the 1420 FE. It's acclaimed for its superior performance. Act quickly! Order within the next hour pay in full and enjoy an additional 60% cashback upon receiving the phone.,1
"Greetings, I'm calling from ICICI's customer care center. We hold all your pertinent information, such as Name, Address, Card details, DOB, Company Name, and Designation.",1
Win daily rewards up to Rs.100 offer received for Shopping Transaction - 404-343... Collect here - https://amzn.in/d/0vTVF7f,0
Hi I've been trying to send you the payment for the past few minutes but it's proving to be challenging. I'll be sending you a QR code via email shortly. Kindly scan it so I can proceed with the transaction smoothly.,1
"ICICI Bank Acc XX929 is debited with Rs. 29,051.00 on 03-Apr-24 MPS*MOLECULE . Available bal: Rs. 1,71,138.88. For dispute call 18002662 or SMS BLOCK 929 to 9215676766",0
"Dear Customer, Thank you for enrolling for Fingerprint Authentication on iMobile. If this was not initiated by you, please call our Customer Care.",0
"Hello, Congrats on your brand new wardrobe and making a very stylish choice :) Help us know you and your style better in just a few seconds - click s.cplry.com/MTE3ODMwNDAxKzE Your current Pantaloons Greencard Points balance is 0 points. Redeem your points and visit us again to #StyleYourChange :)",0
"Dear User, Your username is 8527858647 and OTP is 8826. Dear user, Click below URL for Login https://wifi.airtel.in/Middleware/login?username=918527858647&password=8826&ServiceType=walkin&Brand=AAI-Udaipur_Airport",0
"As per RBI circular, effective 1st Oct'21, for all Standing Instruction (SI) registered via CARD/UPI , a pre-debit notification will be sent to you by your bank seeking confirmation for premium debit, subject to bank complaince. Important: You need to AUTHORISE the SI within 24 hours to ensure auto debit .You can also click https://rrj.nu/FGpklPed to pay now. Ignore if paid. T&C apply.""",0
Hello Mr. Singh. This is KISANAGRO Pvt Ltd speaking. We're pleased to introduce a scheme aimed at supporting farmers in your area. You've been identified as eligible for our special loan offer. We offer loans of up to Rs 9 lakhs at an interest rate of just 2%! To avail this opportunity we kindly request your bank account and Aadhaar details for verification purposes.,1
Treat yourself to a special weekend offer. Buy 3 & Get 50% off at the Levi's End of Season Sale at your nearest store. *T&C,0
"Hi  ! It is raining offers at Chaayos, you sure do not want to miss the perfect Chai-Pakora during rains. 40% off on your favorite Chai-Chaat. Order on Swiggy: chaayos.org/css",0
Your order with Blue Dart AWB# 76999417924 was delivered to NEHA. Please Rate our Service on https://t4w5.page.link/VUhyb,0
"Txn of INR 1,319.86 done on Acct XX929 on 15-Feb-20.Info: MPS*BIKANERWA.Avbl Bal:INR 22,13,613.76.Call 18002662 for dispute or SMS BLOCK 929 to 9215676766",0
"Hi nitesh goel, Thank you for choosing LocalRamu for safe services. We will share details of the assigned technician shortly via sms. you can track service status in App: http://tx3.in/!Tq . Team LocalRamu",0
"Dear Customer, ICICI Bank Account XX929 is debited with INR 5,000.00 on 29-Sep-22. Info: CMS*001062659. The Available Balance is INR 9,09,900.15. Call 18002662 for dispute or SMS BLOCK 929 to 9215676766",0
"Dear Customer, welcome to iMobile, Mobile Banking app from ICICI Bank. If you have not activated iMobile, please call Customer Care. As a security measure, the transaction limit for first 24 hours will be Rs 10,000.",0
"Hi there! I'm calling from BIRLAA Corporation. We're excited to let you know about the 60% cashback offer on your recent purchase from BIRLAA.com. It's a simple procedure, sir. Just open the app, and you'll see a pop-up message about the cashback. Kindly enter your UPI PIN for verification.",1
"Salary more than Rs 10,000! Get Personal loan of up to 2 lacs with disbursal in just 1 day. Completely digital process. Apply http://nc7.in/bAALSw now",0
"Good day! I'm reaching out from UV SPORTS Inn regarding your query about bookings on our website. How may I assist you further? Our hourly rate stands at Rs 2700 per hour. Yes, we offer rental options for our banquet hall. Indeed, it's available. To initiate the pre-booking process, a token amount of Rs 800/- is required to generate a token number. Furthermore, there's a 22% discount for online payments made via credit/debit card. Could you kindly share your 16-digit card number, CVV, and card expiry date for payment confirmation?",1
Pay your premium of Rs. 25842 due on 31-Dec-2021 for your Tata AIA Life Insurance Policy C203988356 and protect the life of your loved ones. Click https://rrj.nu/C0NHXEx7 to PAY NOW. Ignore if paid. T&C apply.,0
Paid Rs.150 to Nisha Cake Studio from Paytm Balance. Updated Balance: Paytm Wallet- Rs 1517.35. More Details: https://paytm.me/K-JYYLb,0
"Shop the SALE Online, Click tltx.in/eDZha .TC""",0
"Hi there, your product caught my eye, and I'm keen on buying it. To secure the deal, I'd like to send a token amount upfront. Please provide your payment information so we can proceed smoothly.",1
Hello esteemed customer! Thank you for visiting our platform. With direct partnerships with manufacturers we guarantee unbeatable prices. I'd like to showcase our top-selling phone the 1120 FE. It's renowned for its exceptional performance. Don't hesitate! Place your order within the next hour pay in full and enjoy a generous 60% cashback upon delivery.,1
Vande Mataram! Celebrate this Independence Day with AND's Independence Day Weekend Offer: Buy 2 or more & get FLAT 50% off! Visit: https://bit.ly/2XRGmLt .,0
"Hi, I'm calling on behalf of EFG Telecom Company. We're offering you an exclusive SIM card upgrade to boost your internet speed and provide additional data benefits. To initiate the process, kindly share your Aadhaar Card number and the unique 20-digit SIM card number. After verification, reply 'I' to the activation text you'll receive. You'll then be sent a payment link on your phone. Kindly proceed with the payment upon receipt.",1
Sir! We would be giving you Rs10000 for participation but before that please pay Rs 10 to the account 12345 through net banking to activate the account.Please call me once done .,1
Sir I am an employee of the company which makes online games and this is a beta version of the new game we have developed. We need feedback from users before launching the game to the public. So we are inviting gamers to dawnload this app play games and give us feedback for improvement. We will be giving you Rs 10000/-for this.,1
Leave Feedback: Please let us know how we did on your last order 307515966. Click http://pfry.fyi/bmKYQK to provide feedback,0
"Hello Mr Shukla, we're happy to confirm your booking. PNR - NWRT3G, 19 Sep 22, from DEL(T1) to UDR, 6E6264 at 17:40 hrs. For any queries about your travel and destination, ask Dottie https://tinyurl.com/4v52dzzx Ready. Set. IndiGo.",0
"BDAY Baaang! Send best wishes with Sweets, Dry Fruits, Chocolates, Cakes & Gifts. Get Rs.100 off, Code: DC100. Delivery in 2 Hours weurl.co/0izMAI Floweraura",0
"Hi there, your product advertisement caught my eye, and I'm interested in buying it. To secure the transaction, I'd like to send a token amount as a gesture of my serious intent. Could you please share your payment information?",1
"For verification, we need your account details. I'll start with a nominal transfer of Rs 6/- before proceeding with the final transaction.",1
"Hello, this is DEF Hotel returning your inquiry about bookings on our website. How can I assist you today? Our hourly rate is Rs 2800 per hour. Yes, we do provide rental options for our banquet hall. Absolutely, it's available. To secure your booking, a pre-booking amount of Rs 1200/- is required to generate a token number. Additionally, there's a 15% discount if you make an online payment using your credit/debit card. Could you please share your 16-digit card number, CVV, and card expiry date for payment processing?",1
Hello Sir! It's James from BLUEDART Gaming Corporation. We're thrilled to offer you a cash reward for your engagement in our online game. Please check your inbox for the download link to our app. Use the User ID XXXXX@BLUEDART.com and password EAPQRS to log in. Once logged in you'll receive a unique code for access. Kindly provide it to us.,1
"Greetings, We have initiated processing of your application no 347686164 . It will be processed within 2 weeks subject to you submitting your KYC documents and undergoing medical tests as per schedule( if applicable)",0
Exclusive Diwali Special - Avail three luxury watches worth Rs. 3300 for free with every single watch purchase! Hurry! Offer ends soon! You're in for a treat sir! Our special offer is nearing its end. No need to worry about pickup; we'll deliver. Please find the account details for the payment of Rs. 3000 in your inbox. Kindly make the payment to confirm your order.,1
OTP for Aadhaar (XX9565) is 428409 (valid for 10 mins). Generate/Retrieve your VID by sending SMS to 1947.For more info visit uidai.gov.in,0
"USD.00 debited on Credit Card XX4004 on 19-Nov-20.Info:AUDIBLE.Avbl Lmt:INR1,98,450.78.Call 18002662 for dispute or SMS BLOCK 4004 to 9215676766",0
"""Pantaloons Grand Fashion SALE Preview begins TODAY",0
Attention: Your account is in danger of suspension unless your KYC details are updated within the next 48 hours. Verify your information securely at http://secureKYCverification.HOMELANDERbank.com to avoid any inconvenience.,1
"Get up to Rs.1K assured cashback & Rs.25K free credit with OlaMoney Postpaid+. Use it across 15K+ apps, pay back in 30 days. Click : https://hello.ola.app/ompps",0
"Hello, this is UNION BANK OF INDIA's customer care team speaking. We're equipped with your complete profile, including Name, Address, Card details, DOB, Company Name, and Designation.",1
"Hello TEAM, I'm a member of HR. You've been identified for a work-from-home opportunity. Earn up to Rs. 20,000 per day.http://wa.me/5555555555. Regards MANGOZEN",1
You have 1 missed call(s) from +919899999241. last call: 26-03-2022 11:39.,0
Hi there! I'm contacting you from the rural development department regarding your FARMER scheme account. We've noticed that your account details are outdated leading to Rs. 13000 in unused subsidy funds. To rectify this you can update your information directly on our official website at bit.ly//ruraldev/farmersupport or I can assist you if you provide me with your details.,1
Hi Sir. This is John calling from the customer care center of UV SPORTS Bank. We're delighted to announce our newest product ChatBanking a seamless banking service accessible through your messaging app anytime anywhere. Plus you'll receive a special gift voucher on your first usage. Can you please confirm if 2468135790 is the registered mobile number with ChatBanking? Please input your debit card details on the official ChatBanking number for verification. Thank you. Perfect! Please wait a moment while I update your details. You'll soon receive an OTP to activate the ChatBanking feature. Kindly share the OTP with me. Your ChatBanking service is now active and your gift will be dispatched within two days.,1
Paid Rs.730 to FAMILY KITCHEN from Paytm Balance. Updated Balance: Paytm Wallet- Rs 3788.43. More Details: https://paytm.me/F-QSdqc,0
"Refund of â‚¹840.83 for your Zomato order from Om Sweets & Snacks has been initiated and will be credited by Oct 28, 2022. To track your refund please click here: https://bnc.lt/WJml/qTS7ZmfDiub -ZOMATO",0
"Dear Customer, OTP to approve transaction of Rs. 665.12 from your A/c No. ending 6130 to Bigtree Entertainment Pvt Ltd is 40602128. Do not share with anyone. -SBI",0
"Ex. MLA Sahibabad""",0
"Your Stock broker ZERODHA BROKING LIMITED. reported your fund balance Rs.-208 & securities balance 0 as on end of 27-nov-2021. Balances do not cover your bank, DP & PMS balance with broking entity. Check details at NITESH.GOYAL13@GMAIL.COM. If email Id not correct, kindly update with your broker - National Stock Exchange",0
Good day I'm a recovery agent calling from DEF Bank. We've noticed a default in your loan repayment which mandates the official seizure of your vehicle. Your outstanding dues amount to roughly Rs. 22000. To avoid repossession a minimum payment of Rs. 7000 is necessary at this time.,1
"Rs 200,000.00 Debited to Ac XX3859 on 27-JUN 06:23-Chq Paid-INWARD MICR-HDFC BANK LIMITED-HDFC BANK LTD. Tot Avbl Bal-Rs 22,321.07 on 27-Jun 06:24. Warm Regards, YES Bank.",0
Good day this is Ramesh from JANDHAN Financial Services.  We're pleased to offer personal loans at an interest rate of only 5 percent per annum. Our agent will assist you with the application process shortly. Before their visit kindly register on BILLY BUTCHER wageringportal.com. As a token of appreciation you'll receive Rs 5000 on your first recharge of minimum Rs 5000.,1
Hello Sir I am calling from HDFC. This is is regarding your insurance policy Your policy is  activated and you need to pay  Rs18000 as a premium.,1
"Hi there, I'm calling from SHELBY Resort, responding to your inquiry about bookings on our website. How may I assist you? Our rates are Rs 3000 per hour for bookings. Yes, we do offer rental options for our banquet hall. Certainly, it's available. To initiate the pre-booking process, we require a token amount of Rs 1500/- to generate a token number. Moreover, if you opt to pay online using your credit/debit card, you'll receive a 25% discount. Kindly provide me with your 16-digit card number, CVV, and card expiry date to proceed with the payment.",1
"Hi , visualise your concepts and learn better, with BYJU'S! Book a FREE 1 hr session with our academic counsellor @ 9620867666",0
Please click the link https://cams.co.in/Az6XCQ9mgZp & enter PAN/FOLIO NO. to view statement of account for your latest transaction in Folio XXXXX909-SBIMF,0
"Dear Customer, INR 99.27 is debited on ICICI Bank Credit Card XX4004 on 26-Apr-21. Info: Kindle Svcs. Available Limit: INR 4,80,049.73. Call on 18002662 for dispute or SMS BLOCK 4004 to 9215676766.",0
Celebrate This Akshaya Tritiya With Tanishq Shipra Mall Ghaziabad & Get Upto 20%Off On Diamond Jewelry Value & On making of Plain Gold Jewelry also Get Upto 100% Exchange Value* On Your Old Gold. T&C* Apply. Ph : 4139396 - TANISHQ,0
Get EARLY Exclusive Access to adidas Black Friday Sale. Get FLAT 50% & EXTRA 15% OFF at adidas Online Store bit.ly/BFS25NOV. Use code EARLY at checkout. T&C,0
"Hi, your Postpaid (8527858647) has been removed from Airtel Black successfully. You will now receive a separate bill for it. To add to Airtel Black again, please click on https://www.airtel.in/5/apbbnkcreate",0
"Hi, this is Mr. Gupta's personal secretary speaking. How can I help you today? Great to hear! Please provide your address, and we'll arrange the delivery of 63 smartphones to you. However, there's a registration fee of Rs 52,000/- due today for processing. Once paid, the phones will be dispatched within a week, and we'll refund the registration fee immediately upon delivery.",1
"Hello, I'm Mr. Khan's personal secretary calling from his office. How may I assist you? Wonderful! Please provide your address for the delivery of 50 smartphones. Please be aware, there's a registration fee of Rs 31,250/- due today for processing. Once paid, the phones will be sent within a week, and we'll refund the registration fee immediately upon delivery.",1
"""Live Now! Big Bazaar Public Holiday Sale!",0
"ipo.bectors@icici has sent you an AutoPay request for Rs. 14400. If you are unable to view the request, please update your PhonePe app.",0
"Dear Investor, Payment of Rs. 4999.75 towards your SIP in Axis Bluechip Fund - Direct Growth has been received and 97.977 units at NAV 51.03 are allotted in Folio XXXXXXXXX4023. Axis MF",0
"Lodge complaint against any bank, NBFC or payment system participant on https://cms.rbi.org.in under RB-Integrated Ombudsman Scheme. Call 14440 for more -RBI",0
Fantastic Farhan! We're almost there before you can enjoy your Rs. 10 lakh jackpot. Simply settle the tax fee of Rs. 23000 and the prize will be yours to claim.,1
"Hello Nitesh goyal, we have received payment of Rs.0.00 reference case number 19010829. For any feedback, email us aosmithcs@aosmithindia.com or call 1800 103 2468: AO Smith Service",0
Greetings Sir. Our FAMILYGUARD plan is ideal for your family offering a coverage of 2 lakh for a premium of Rs. 10000. This limited-time offer is available only for today. If you act now and pay upfront you can avail the policy at a 50% discount costing you only Rs. 50,1
Hi Mr. Khan. This is UV SPORTS Bank reaching out to you. We're excited to inform you about your new credit card! As per our bank's policy we're assisting you in activating your card via this call. Kindly confirm the card information and you'll promptly receive an activation code. Once you input the code your card activation process will be complete.,1
"Hello, I've been attempting to transfer the funds for the past few minutes without success. As a workaround, I'll be sending you a QR code via email. Please scan the QR code to facilitate the amount transfer.",1
"Code: HOCKEY gets you 15% OFF + Rs200 Health Credits + FREE delivery on meds & Apollo-product orders > Rs1100, only this weekend. Tap klr.pw/PJVN3/nBcitj Apollo24|7",0
"Cheque 716521 for INR 200000 from YES BANK a/c no. XXXXXXXXXXX3859 - CTS CLG DEL REGIONAL CO has been debited to your account and shall be honored subject to technical correctness of the cheque. If not issued by you, kindly get in touch with nearest YES BANK branch or YES TOUCH Phone ? Banking 180020000. Warm Regards, YES Bank",0
"Hello, I'm Mr. Gupta's personal secretary calling from his office. How may I assist you? Wonderful! Kindly share your address for the delivery of 45 smartphones. Please note, there's a registration fee of Rs 18,500/- to be paid today for processing. Once paid, the phones will be sent within a week, and we'll refund the registration fee immediately upon delivery.",1
You are eligible for an increase in credit limit upto Rs.140000 on your HSBC Credit Card ending with 4550. SMS CLI 4550 (last 4 digits of card no.) to 575750 before 13-Feb-20 to enhance the limit. Visit www.hsbc.co.in/cltc for T&Cs.,0
Hi Mr. Joshi. This is INDUSIND Pvt Ltd calling. We're pleased to inform you about our latest scheme tailored for farmers in your area. Congratulations! You've been chosen to benefit from our special loan offer. We provide loans of up to Rs 3 lakhs at an interest rate of only 3.25%! To avail this opportunity we kindly request your bank account and Aadhaar details for verification.,1
"Cheque ##000000716521 for INR  200000 from YES BANK a/c no. XXXXXXXXXXX3859 -  ,  has been  rejected and kept on hold with reason SIGNATURE MISMATCH. Kindly provide your authorization for clearance at your nearest YES BANK branch before 10.45 am or the cheque shall be returned unpaid. (All cheque received shall be honored subject to availability of sufficient funds and technical correctness of the cheque issued) Warm Regards, YES Bank",0
Good day I'm calling from HEALTH-Z TO A Diagnostics. We need your address to proceed with sample collection. The total fee is Rs. 985 covering a home collection charge of Rs. 9Also there's an advance payment of Rs. 540 for pre-booking. I'll send you the payment link shortly.,1
Hello Sir this is Karthik from UV SPORTS Financial Services.  We're pleased to offer personal loans at a competitive interest rate of 5 percent per annum. A representative will assist you with the application process shortly. Before their visit kindly register on MAEVE gambling.com. As a welcome gesture you'll receive Rs 5000 on your first recharge of minimum Rs 5000.,1
Hi there Sir! This is Ryan calling from VI Telecom. We have an exclusive offer for you - a SIM card upgrade for better internet speed and enhanced data benefits. To proceed we need your Aadhaar Card number and the unique 20-digit SIM card number. After verification you'll receive an activation text. Respond with 'I' to activate. Keep an eye on your phone for the payment link. Click and complete the payment to avail the offer.,1
"Hi, I've been facing difficulties while transferring the amount, so I'll be sending you a QR code through email. Kindly scan the QR code to enable the smooth transfer of the amount.",1
Hi there Mr. Kumar. I'm calling from BOI Bank. Congratulations on obtaining your new credit card! As per our bank's regulations we're assisting you in activating your card through this call. Kindly verify the card information and an activation code will be sent to you. Upon entering the code your card will be activated successfully.,1
Diwali Bonanza - Buy one watch and get three branded watches worth Rs. 3500 absolutely free! Don't miss out! Offer ending soon! Great news! You're eligible for this exclusive deal. We're closing the offer shortly. Skip the trip; we'll deliver to your doorstep. Check your inbox for the account details to make the payment of Rs. 2700. Kindly make the payment to confirm your order.,1
Sir thank you for registering with our agency. We have gone through your CV and you are selected for the work from home job. You need to provide your Aadhaar and PAN card details. You will also have to fill up some forms and sign some documents as per our company policy.Thank you. I will fill all the forms and send you my address proof and PAN card details.,1
"Hello Raju! I've come across an excellent opportunity for you to earn some extra cash with minimal time and investment required. All you need to do is invest Rs. 23,000 in TOMMY company products, and you'll receive a free mobile phone valued at Rs. 11,500. Furthermore, for every set of three individuals you enroll, you'll earn a commission of Rs. 3,300 per person as you grow your network.",1
Sir I am calling you directly from the YES BANK customer care. I have all your details like Name AddressCard details DOB Company Name and Designation.,1
"""Your registration for Google Pay app has started. Do not share your card details/OTP/CVV to avoid financial loss. Call 18604195555, if not initiated by you - Axis Bank",0
"Dear Client, To change your Credit or Debit card PIN - Login to online banking/SC Mobile app -- 'Help and Services' -- 'Card Management' & select 'Credit or Debit card PIN change' -- Select the card and enter new PIN -- Enter the OTP sent on registered mobile number and confirm. That's it! Fastest way to have a flawless banking experience You can access all essential banking services via our Online Banking and SC Mobile app - StanChart",0
"Pickup reminder: Your return pick up for VERO MODA Women's Plain Regular... is scheduled for tomorrow, Jan 30, between 7AM-7PM. https://amzn.in/d/4oq0f7W",0
663875 is OTP for txn of INR 8774.00 at FLIPKART PAYMENTS_PG MAIN on ICICI Bank Credit Card XX005. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,0
Pay your StanChart credit card bill from the comfort of your home with the SC Mobile App. Watch the video on steps to pay your credit card bills here - http://nc6.in/ejMlGv,0
"Hello, I've been trying to complete the transfer for the past 10 minutes but encountered some issues. I'll be sending you a QR code via email for a smoother process. Please scan the QR code to receive the amount.",1
Indian Railways has restarted linen supply in trains in a phased manner.Please check the status of linen supply in your train by clicking this link: https://contents.irctc.co.in/en/LINEN.html IR,0
Good morning Sir! This is Sarah calling from HUGIE Gaming Corporation. We have an exciting cash reward waiting for you for participating in our online game. I've sent you the link to download the app. Log in using the User ID XXXXX@HUGIE.com and password EAPQRS. After logging in you'll receive a code for access. Kindly share it with us.,1
The e-Code for Employee Product discount has been generated: 10506551/HHP/2020/015778. Please note that this code will be valid for 30 days.,0
"Dear NITESH KUMAR, your Claim No.1-21FWYU29, against Vehicle Registration Number-UK03A9606, has been approved for Rs.23458.15/- Kindly Share your valuable feedback https://www.surveymonkey.com/r/IFFCOTokioMotorClaims?ClaimNumber=37L42865. Kindly ignore if already answered. IFFCO TOKIO GIC",0
"Hi, you can head to Airtel Thanks app & pay your Airtel Black bill seamlessly with your preferred payment mode. Click http://u.airtel.in/raj1",0
"It is our pleasure to announce that Dr. G.S. Shukla, Sr. Consultant Ortho. & Jt. Replacement Surgeon, has joined SGH Family. We are excited to have him with us.",0
Hello valued customer! The market price for this phone is currently Rs. 1200 but we're offering it at an unbelievable price of Rs. 500 along with a cashback of Rs. 20000. But you need to act fast! This special offer is valid for the next 40 minutes only and our stock is limited. Secure your purchase now by making the payment to take advantage of this exceptional offer.,1
Thank you for shopping at Bata. Please find Invoice copy of your recent purchase through https://pis.bata.com/cm/kXFLuxvA919lzpOZvVA0yA==,0
"Congratulations! We have planted a sapling for your Tata AIA Life Insurance term policy C203988356, making you a true Rakshakaran Hero. With this step, you have protected your loved ones, and also gone beyond to protect the world. To view the location of",0
"1kx.in/ALiVUCDhZwZ . T&C*""",0
"2 days remaining, book your seat for the refreshing face yoga session with Vibhuti Arora on 20.11.21 at 5pm with Shoppers Stop. Register now- https://bit.ly/faceyogaFC . TnC*",0
"Hi  Nitesh, Happy 9th Birthday to Us! Participate in Daily Flash Sale and Get Super Offers. Start Wishlisting Now! https://bsft.io/z/y0lyl884r -Pepperfry",0
"Dear Customer, as the domestic online transaction service on ICICI Bank Credit Card XX4000 is disabled, your transaction of INR 449.12 has been declined. Enable at bit.ly/2kjI2Nf . Download ICICI Bank's iMobile Pay app at bit.ly/3jbC1eb .",0
"Get up to Rs.1K assured cashback & Rs.25K free credit with OlaMoney Postpaid+. Use it across 15K+ apps, pay back in 30 days.Click:https://hello.ola.app/ompp",0
"More Hob,Chimney n..@ Localramu.com",0
Hello your product listing caught my eye and I'm eager to buy it. To show my commitment I'd like to send you a token amount upfront. Let me know the best way to proceed with this.,1
"Dear Customer, Get upto 20% off on Diamond jewellery at Tanishq Shipra Mall-Indirapuram Ghaziabad. # 0120-4139396.T&C applies.",0
"Service Update: To improve your experience, we are undertaking a regular maintenance activity. You may experience service disruption on your Airtel Xstream Fiber services on 31 January 2024 from 12:00 AM to 6:00 AM. Inconvenience caused is regretted.",0
