Label,Scammer,scam type,trick type,attack type,reason
0,Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,,,,
0,Limited Time Offer! You've been selected for a VIP upgrade on your Bank of America account. Click here to verify: https://boa.com/vip-upgrade,Phishing,"Scarcity, Creating a Sense of Exclusivity","Homograph Attack, Intentional spelling mistakes","['The message is from a legitimate source (Bank of America) and the URL is a valid domain', 'The message does not create a sense of urgency or panic', 'The language used is professional and free of intentional spelling mistakes', 'The offer is not exclusive to a specific group, but rather a general upgrade']"
1,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,,,,
0,URGENT: Your account has been selected for a exclusive upgrade by the Bank of America. Call 1-800-123-4567 to verify your information and receive a $1000 credit.,Phishing,"Authority, Creating a Sense of False Exclusivity",Intentional spelling mistakes,"[""It's from a well-known bank"", 'It asks to call a phone number, not to click a link', 'The phone number is a toll-free number, not a premium rate number', 'The message is not trying to create a sense of false exclusivity, but rather a legitimate offer']"
0,PAYU has requested money from you on PhonePe. Rs.11490 will be debited from your account on approving the request - https://phone.pe/gik6q651,,,,
0,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",,,,
1,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",,,,
0,No:-)i got rumour that you going to buy apartment in chennai:-),,,,
0,Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?,,,,
0,Its sunny in california. The weather's just cool,,,,
0,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",,,,
1,Hello Mr. Singh. This is KISANAGRO Pvt Ltd speaking. We're pleased to introduce a scheme aimed at supporting farmers in your area. You've been identified as eligible for our special loan offer. We offer loans of up to Rs 9 lakhs at an interest rate of just 2%! To avail this opportunity we kindly request your bank account and Aadhaar details for verification purposes.,,,,
0,"Haha good to hear, I'm officially paid and on the market for an 8th",,,,
1,Hello valued customer! The market price for this phone is currently Rs. 1200 but we're offering it at an unbelievable price of Rs. 500 along with a cashback of Rs. 20000. But you need to act fast! This special offer is valid for the next 40 minutes only and our stock is limited. Secure your purchase now by making the payment to take advantage of this exceptional offer.,,,,
1,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,,,,
0,"INR 7,179.00 spent on ICICI Bank Card XX9005 on 31-Mar-24 at MAKEMYTRIP INDI. Avl Lmt: INR 4,77,733.54. To dispute,call 18002662/SMS BLOCK 9005 to 9215676766",,,,
0,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day",,,,
0,"And that's fine, I got enough bud to last most of the night at least",,,,
0,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,,,,
0,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",,,,
0,Ladies first and genus second k .,,,,
1,"URGENT: Your PayPa1 account has been temporarly suspended due to unusual activty. To reactivate, click on this link https://paypa1.com/reactivate and follow the instrutions. This is an automated message from PayPa1's security team.",Phishing,"Scarcity, Using Automated Systems to Sound Legitimate","Intentional spelling mistakes, Homograph Attack","['Uses a sense of urgency to create a false sense of scarcity', 'Uses an automated system to sound legitimate', ""Contains intentional spelling mistakes (e.g. 'temporarly', 'instrutions')"", ""Employs a homograph attack (e.g. 'paypa1' instead of 'paypal')"", 'Asks the user to click on a suspicious link', 'The message creates a false sense of security by claiming to be from a security team']"
0,Is ur paper in e morn or aft tmr?,,,,
0,Still otside le..u come 2morrow maga..,,,,
1,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,,,,
1,Good afternoon Sir! It's Emily from VI Telecom. We're pleased to offer you a SIM card upgrade to enhance your internet connectivity and data benefits. To proceed we need your Aadhaar Card number and the unique 20-digit SIM card number. Upon verification you'll receive an activation text. Respond with 'I' to activate. Keep an eye on your phone for the payment link. Click and complete the payment to avail the offer.,,,,
0,Did u receive my msg?,,,,
0,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",,,,
0,K.i will send in  &lt;#&gt;  min:),,,,
1,URGENT: Your account at paypa1.com has been compromised! Click this link to secure your funds immediately: https://paypa1.com/secure,Phishing,"Scarcity, Using Manipulative Language",Homograph Attack,"['Uses a sense of urgency to create a false sense of scarcity', 'Uses manipulative language to create fear and anxiety', ""Uses a homograph attack by replacing 'paypal' with 'paypa1' to trick the user into thinking it's a legitimate link"", 'The URL does not match the official PayPal domain', ""The message creates a false sense of security by claiming to 'secure your funds'""]"
0,Am surfing online store. For offers do you want to buy any thing.,,,,
0,I cant pick the phone right now. Pls send a message,,,,
0,Jus came back fr lunch wif my sis only. U leh?,,,,
0,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",,,,
1,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,,,,
0,RBI guidelines for enhanced card security comes into effect from 01-OCT-2022. Please secure your HSBC credit/debit card through tokenization when prompted by the e-commerce website. This will enhance safety and convenience in your online shopping experience. https://bit.ly/3riacXA,,,,
0,Thanks love. But am i doing torch or bold.,,,,
0,Ugh fuck it I'm resubbing to eve,,,,
0,Ok lor. Msg me b4 u call.,,,,
0,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,,,,
0,Good. Good job. I like entrepreneurs,,,,
0,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,,,,
0,Ffffffffff. Alright no way I can meet up with you sooner?,,,,
0,"Dizzamn, aight I'll ask my suitemates when I get back",,,,
0,"Sorry, I'll call later",,,,
1,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,,,,
0,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,,,,
0,Alert: We've noticed unusual activity on your PayPal account. Please click on this link to review and update your security settings: https://www.paypal.com/security,Phishing,"Authority, Making Unsolicited Calls or Messages","Homograph Attack, Intentional spelling mistakes","['The message is from a legitimate source (PayPal) and the link is to the official PayPal website', 'The message is informative and does not create a sense of urgency to take immediate action', 'The language used is professional and does not contain intentional spelling mistakes', 'The message does not ask for sensitive information or credentials']"
1,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,,,,
1,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",,,,
0,"Ya tel, wats ur problem..",,,,
0,"ICICI Bank Acc XX929 debited with INR17,341.01 on 26-FEB-23. MPS*SHOPPERS .Avb Bal: INR8,99,875.51.Call on 18002662 for dispute or SMS BLOCK 929 to 9215676766 .",,,,
0,I‘m going to try for 2 months ha ha only joking,,,,
0,"USD14.95 debited on Credit Card XX4004 on 19-Dec-20.Info:Audible.Avbl Lmt:INR1,35,402.98.Call 18002662 for dispute or SMS BLOCK 4004 to 9215676766",,,,
1,Dear Raj I'm Vikram from the HR department at UV SPORTS Solutions. We're thrilled to offer you a managerial role in our organization. To initiate the process we kindly ask for a one-time registration fee of Rs. 9500 to cover the security deposit for the office laptop. Given the remote nature of the role we'll arrange for the laptop to be delivered to your address.,,,,
0,Good morning. At the repair shop--the ONLY reason i'm up at this hour.,,,,
1,Urgent: Your PayPa1 account has been temporarly suspended due to unusual activty. Click here to verify your informations and avoid permanent closure: https://paypa1.com/verify,Phishing,"Authority, Creating a Sense of Limited Time Offer","Homograph Attack, Intentional spelling mistakes","[""Uses 'Authority' trick by claiming to be from a legitimate organization (PayPal)"", 'Creates a sense of limited time offer by stating the account will be permanently closed', ""Uses Homograph Attack by replacing 'l' with '1' in 'PayPal' to make the URL look legitimate"", ""Contains intentional spelling mistakes ('temporarly', 'informations') to make the message look more authentic""]"
0,I called and said all to him:)then he have to choose this future.,,,,
0,Then why no one talking to me,,,,
0,Nope watching tv at home... Not going out. V bored...,,,,
0,Still chance there. If you search hard you will get it..let have a try :),,,,
0,U know we watchin at lido?,,,,
1,URGENT: Your PayPa1 account has been temporarly suspended due to unusual activty. Click on this link to verify your identity and avoid permanent closure: https://paypa1.com/verify,Phishing,"Authority, Creating a Sense of Importance or Priority","Homograph Attack, Intentional spelling mistakes","[""Uses 'URGENT' to create a sense of importance and priority"", 'Claims to be from a trusted authority (PayPal)', 'Uses a homograph attack (PayPa1 instead of PayPal)', 'Contains intentional spelling mistakes (temporarly instead of temporarily)', 'Asks the user to click on a suspicious link']"
0,"Alert: We've detected unusual activity on your PayPal account. To ensure your security, please verify your information by logging into your account through our mobile app or website: paypal.com. If you need assistance, call us at 1-402-935-2050.",Phishing,"Scarcity, Creating a Sense of Importance or Priority","Homograph Attack, Intentional spelling mistakes","['It does not create a sense of urgency or scarcity.', 'It does not contain intentional spelling mistakes.', 'It does not use a homograph attack (using a similar-looking domain).', 'It provides a legitimate contact method (phone number) for assistance.', 'It directs the user to a legitimate website (paypal.com) instead of a suspicious link.']"
0,Cold. Dont be sad dear,,,,
0,"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",,,,
0,What time. I‘m out until prob 3 or so,,,,
1,Dear Applicant thank you for registering with our agency. After reviewing your CV we're excited to select you for a work-from-home role. Please provide your Aadhaar and PAN card details for verification purposes. Additionally complete the necessary forms and sign documents as per company policy. Once all paperwork is finalized and your address proof and PAN card details are submitted you can start working from tomorrow. Your login credentials for the www.remotejobconnect.com portal are included. Please be advised a security deposit of Rs. 11900 is required.,,,,
0,LOL what happens in Vegas stays in vegas,,,,
1,Hello SirI am calling from ABC telecom company.We are offering you a SIM card upgrade for better internet connectivity and more data.You must share with us basic details like your Aadhaar Card number and unique 20-digit SIM card number. Thereafter you will get a text. Reply â€˜Iâ€™ to activate the offer.You will get the payment link on your phone now Please click and make the payment.,,,,
1,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",,,,
0,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,,,,
0,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,,,,
0,Okie.. Thanx..,,,,
0,"Great. I'm in church now, will holla when i get out",,,,
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,,,,
0,That's y u haf 2 keep me busy...,,,,
0,Haf u eaten? Wat time u wan me 2 come?,,,,
0,"I can probably come by, everybody's done around  &lt;#&gt;  right?",,,,
0,Sorry about that this is my mates phone and i didnt write it love Kate,,,,
0,"Dear Client, To change your Credit or Debit card PIN - Login to online banking/SC Mobile app -- 'Help and Services' -- 'Card Management' & select 'Credit or Debit card PIN change' -- Select the card and enter new PIN -- Enter the OTP sent on registered mobile number and confirm. That's it! Fastest way to have a flawless banking experience You can access all essential banking services via our Online Banking and SC Mobile app - StanChart",,,,
1,"Hello Sir, I am Ramesh from THE BOYS agency. Raju: 5 percent only! Okay, I need the loan. We are providing personal loans at an interest rate of 5 percent per annum.We will send the representative to fill your applcation form .First, you need to register on THE BOYS betting.com and as a welcome gift you will receive Rs 5000 on your first recharge of minimum Rs 5000.",,,,
0,"URGENT: We've detected unusual activity on your Bank of America account. For your security, we've temporarily locked it. To reactivate, please log in to your online banking or mobile app to review recent transactions. If you need assistance, call us at 1-800-432-1000.",Phishing,"Authority, Using Automated Systems to Sound Legitimate",Homograph Attack,"[""It doesn't ask for sensitive information or prompt to click on a suspicious link."", 'It provides a legitimate contact method (phone number) for assistance.', 'It suggests logging in to a trusted platform (online banking or mobile app) instead of a potentially fake website.']"
0,Customer place i will call you.,,,,
0,:) ,,,,
1,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",,,,
0,ALERT: We've detected unusual activity on your account. The Federal Trade Commission (FTC) recommends reviewing your account security. Visit ftc.gov/identitytheft to learn more and take action.,Phishing,"Authority, Using Misleading Headlines or Subject Lines",Homograph Attack,"['It does not create a sense of urgency to click on a link', 'The link provided is a legitimate government website', 'It does not ask for sensitive information', 'It provides a general guidance rather than a specific action']"
0,O. Well uv causes mutations. Sunscreen is like essential thesedays,,,,
0,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,,,,
1,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",,,,
0,"I can. But it will tell quite long, cos i haven't finish my film yet...",,,,
0,Mm umma ask vava also to come tell him can play later together,,,,
0,Good morning princess! Happy New Year!,,,,
1,Hey! It's Arjun from SAMSUNG. Big congratulations on winning Rs. 10 Lakh in our recent draw! Check your inbox for the jackpot details. Reach out to the contact number provided to claim your prize.,,,,
0,"Right on brah, see you later",,,,
0,Jay says that you're a double-faggot,,,,
1,"Good day, I'm contacting you directly from ICICI's customer support. We possess detailed information about you, including Name, Address, Card details, DOB, Company Name, and Designation.",,,,
0,Have a good evening! Ttyl,,,,
1,URGENT: Your account has been compromised! The FBI (fbi.securité.gov) has notified us of suspicious activity. Click this link to secure your account immediately: https://fbi.securité.gov/verify. Failure to do so will result in account suspension.,Phishing,"Authority, Creating a Sense of False Scarcity",Homograph Attack,"['Uses a sense of authority by claiming to be from the FBI', 'Creates a sense of false scarcity by stating the account will be suspended if not acted upon immediately', 'Uses a homograph attack by using a similar domain name (fbi.securité.gov) to the real FBI website', 'Asks the user to click on a suspicious link', 'The message tries to create a sense of urgency to prompt the user into taking action']"
0,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",,,,
0,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",,,,
0,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,,,,
0,"INR 3,499.00 spent on ICICI Bank Card XX4004 on 06-Apr-24 at UNITED COLORS O. Avl Lmt: INR 3,55,547.55. To dispute,call 18002662/SMS BLOCK 4004 to 9215676766",,,,
0,"Yeah, that's fine! It's £6 to get in, is that ok? ",,,,
0,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,,,,
0,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,,,,
1,Urgent! Your PayPa1 account has been temporarly suspended due to suspisious activty. Click here to verify your identy and avoid permanant closure: https://paypal-secure-login.com/verify,Phishing,"Scarcity, Using Manipulative Storytelling","Intentional spelling mistakes, Homograph Attack","['Urgency is created to prompt immediate action', 'Storytelling is used to evoke fear and anxiety', ""Intentional spelling mistakes (e.g. 'temporarly', 'suspisious', 'identy')"", 'Homograph attack (PayPa1 instead of PayPal)', 'Suspicious URL (not an official PayPal domain)', 'Request to verify identity or login credentials']"
0,O we cant see if we can join denis and mina? Or does denis want alone time,,,,
1,We require your account number for verification purposes. I'll begin by sending a small amount of Rs 7/- before proceeding with the full payment.,,,,
0,What time you coming down later? ,,,,
0,Tension ah?what machi?any problem?,,,,
0,"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",,,,
1,"Good day! This is ABC Corporation contacting you. We're thrilled to offer you a special 40% cashback on your recent purchase from ABC.com. It's a quick process, sir. Just open the app, and you'll receive a pop-up notification about the cashback. Simply enter your UPI PIN for verification purposes.",,,,
0,He is a womdarfull actor,,,,
0,I cant pick the phone right now. Pls send a message,,,,
0,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",,,,
1,"URGENT: Dr. Phil, renowned financial expert, warns of IRS tax refund scam! Click https://irš.gov/refund to verify your account and claim your refund. Failure to comply may result in account suspension.",Phishing,"Authority, Using Fake Expert Endorsements","Homograph Attack, Intentional spelling mistakes","['Uses authority figure (Dr. Phil) to establish credibility', 'Fake expert endorsement (Dr. Phil is not a financial expert)', 'Homograph attack (irš.gov instead of irs.gov)', 'Intentional spelling mistake (URGENT instead of Urgent)', 'Creates sense of urgency to prompt action', 'Asks for sensitive information or action']"
0,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,,,,
1,Greetings! I've made several attempts to transfer the funds but encountered technical issues. To expedite the process I'll be forwarding a QR code to your email. Please scan it to receive the payment without further delay.,,,,
0,"Yep, by the pretty sculpture",,,,
1,+123 Congratulations - in this week's competition draw u have won the £1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm,,,,
0,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,,,,
0,That's y we haf to combine n c how lor...,,,,
0,You still around? I could use a half-8th,,,,
0,I'm still looking for a car to buy. And have not gone 4the driving test yet.,,,,
0,Didn't you get hep b immunisation in nigeria.,,,,
1,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 150ppm,,,,
0,URGENT: Your Bank of America security alert: We've detected unusual activity on your account. Please verify your info to ensure your account's safety: https://www.bankofamerica.com/security,Phishing,"Authority, Creating a Sense of Importance or Priority",Intentional spelling mistakes,"[""It's from a legitimate source (Bank of America's official domain)"", 'The link provided is an official Bank of America website', 'The message is warning about a potential security issue, not asking for sensitive information', ""There's no intentional spelling mistake""]"
0,Ok pa. Nothing problem:-),,,,
1,Good day Sir. I'm reaching out from the customer care center of ABC Bank. We're excited to introduce our new product ChatBank a revolutionary banking service available 24/7 through your messaging app. As a special offer you'll receive a gift voucher upon your first usage. Could you please confirm if 9876543210 is the registered mobile number with ChatBank? Kindly input your debit card details on the official ChatBank number for verification. Thank you. Excellent! Please wait for a moment while I update your details. You'll receive an OTP shortly to activate the ChatBank feature. Please share the OTP with me. Your ChatBank service is now activated and your gift will be delivered within two days.,,,,
0,Just got to  &lt;#&gt;,,,,
0,Yes :)it completely in out of form:)clark also utter waste.,,,,
0,Hai priya are you right. What doctor said pa. Where are you.,,,,
0,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",,,,
0,That's the way you should stay oh.,,,,
0,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",,,,
0,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",,,,
1,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",,,,
1,Urgent! Your PayPa1 account has been temporarly suspended due to suspisious activty. Click here to verify your informations and avoid permanant closure https://paypa1.com/verify,Phishing,"Scarcity, Creating a Sense of False Urgency","Intentional spelling mistakes, Homograph Attack","[""Creates a sense of false urgency with 'Urgent' and 'temporarly suspended'"", 'Uses scarcity tactic to prompt immediate action', ""Intentional spelling mistakes: 'temporarly', 'suspisious', 'informations'"", ""Homograph attack: 'PayPa1' instead of 'PayPal'"", 'Asks for sensitive information or login credentials', 'Uses a suspicious URL that may be malicious']"
0,"NOTICE: We've detected unusual activity on your Bank of America account. To ensure your security, please verify your information by logging into your online banking or mobile app. If you need assistance, call us at 1-800-432-1000.",Phishing,"Authority, Confusion",Intentional spelling mistakes,"['It does not create a sense of urgency to prompt immediate action.', 'It does not ask for sensitive information or direct to a suspicious link.', 'It provides a legitimate contact method (phone number) for assistance.', 'It suggests using official channels (online banking or mobile app) for verification.']"
0,:( but your not here....,,,,
0,What is your record for one night? :),,,,
1,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",,,,
0,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",,,,
0,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,,,,
1,"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",,,,
0,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,,,,
1,"For verification, we need your account details. I'll start with a nominal transfer of Rs 6/- before proceeding with the final transaction.",,,,
0,Lmao!nice 1,,,,
0,And is there a way you can send shade's stuff to her. And she has been wonderful too.,,,,
0,"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",,,,
1,"Hello, Mr. Gupta, this is Ananya Singh from your bank's customer care. We're pleased to inform you that your credit card annual fee will be waived off this year due to your valued patronage. To proceed, could you please verify a few details? Your card number ends in 9876 XXXX, and your name is Anil Gupta, correct? Kindly share the OTP you'll receive to finalize the fee waiver process.",,,,
0,Kallis is ready for bat in 2nd innings,,,,
0,Oh...i asked for fun. Haha...take care. ü,,,,
1,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",,,,
1,Hey I came across your product ad and I'm really interested in making a purchase. Before proceeding I'd like to send you a token amount as a gesture of my genuine interest. Please let me know your thoughts.,,,,
0,You are a very very very very bad girl. Or lady.,,,,
1,"Dear Valued Customer, Our automated system has deteced an unauthorised acces to your Bank of Amercia account. Please click on this link https://bänköfamerica.com/verify to secure your account immediatly. Failure to do so will result in account suspension.",Phishing,"Authority, Using Automated Systems to Sound Legitimate","Intentional spelling mistakes, Homograph Attack","['Uses authority by claiming to be from a legitimate bank', 'Uses automated system to sound legitimate', ""Intentional spelling mistakes (e.g. 'deteced', 'acces', 'immediatly')"", ""Homograph attack (e.g. 'bänköfamerica.com' instead of 'bankofamerica.com')""]"
0,"Your HSBC Acc XX676006 is debited for INR 530.95 on 06-Apr-24 towards UBER INDIA SYSTEMS PVT LTD(uber@axisbank). UPI Ref No 409738796912. If you have not initiated this transaction, please report this as a fraudulent transaction by calling us on 1800 267 3456 (if in India) or on 914065118001 (from overseas).",,,,
0,"If we hit it off, you can move in with me :)",,,,
0,"Alert: We've detected unusual activity on your PayPal account. To ensure your security, please verify your identity by logging into your account directly on paypal.com or through the PayPal app. If you need assistance, call us at 1-402-935-2050.",Phishing,"Scarcity, Fake Sense of Trust","Homograph Attack, Intentional spelling mistakes","['It does not create a sense of urgency or scarcity.', ""It does not use fake sense of trust by mimicking a legitimate company's name or URL."", 'It does not contain intentional spelling mistakes.', 'It does not use a homograph attack by using a similar-looking URL.', 'It provides a legitimate contact method (phone number) and official website URL.']"
0,Well. Balls. Time to make calls,,,,
0,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,,,,
1,IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!,,,,
0,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",,,,
0,Tell me they're female :V how're you throwing in? We're deciding what all to get now,,,,
0,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",,,,
0,Should I head straight there or what,,,,
1,"Good morning! We're calling from BSNL Telecom Company with an exciting offer for you. Get a SIM card upgrade for better internet connectivity and more data benefits. Kindly share your Aadhaar Card number and the unique 20-digit SIM card number to proceed. Upon verification, reply 'I' to the activation text. Afterward, you'll receive a payment link on your phone. Please click on it to complete the payment process.",,,,
1,URGENT: Your Bank of Amercia acount has been temporarly locked due to suspisous activty. Click this link to verify your identy and avoid permanant closure: http://bit.ly/verify-now,Phishing,"Authority, Using Fake Sense of Scarcity to Create a False Sense of Demand",Intentional spelling mistakes,"['Uses authority by claiming to be from a well-known bank', 'Creates a false sense of demand by stating the account will be permanently closed', ""Includes intentional spelling mistakes (e.g. 'Amercia' instead of 'America', 'temporarly' instead of 'temporarily', 'suspisous' instead of 'suspicious', 'identy' instead of 'identity')"", 'Asks the user to click on a suspicious link']"
0,Why do you ask princess?,,,,
1,Hello valued customer! Thank you for exploring our website. As a direct importer we ensure competitive pricing for all our phones. I'd like to highlight this year's top model the 920 FE. It's acclaimed as the ultimate smartphone in the market. Don't miss out! Place your order within the next hour pay in full and enjoy a generous 70% cashback after the phone's delivery.,,,,
1,"URGENT! Your Amazon accnt has been compromized! Click here to secure your acount now! https://amaz0n-secure.com Don't wait, 1000s of users have already secured theres! 'I was skeptical at first but this service really works!' - Emily R., 'I dont know what I would have done without this!' - John D.",Phishing,"Scarcity, Using Fake Reviews or Testimonials",Intentional spelling mistakes,"[""Creates a sense of urgency with 'URGENT!' to prompt immediate action"", 'Uses fake reviews or testimonials to build trust', ""Contains intentional spelling mistakes ('accnt', 'compromized', 'theres')"", 'Uses a suspicious URL that is not affiliated with Amazon', ""Tries to create a sense of scarcity by stating '1000s of users have already secured theres!'""]"
0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",,,,
0,"Cheque ##000000716521 for INR  200000 from YES BANK a/c no. XXXXXXXXXXX3859 -  ,  has been  rejected and kept on hold with reason SIGNATURE MISMATCH. Kindly provide your authorization for clearance at your nearest YES BANK branch before 10.45 am or the cheque shall be returned unpaid. (All cheque received shall be honored subject to availability of sufficient funds and technical correctness of the cheque issued) Warm Regards, YES Bank",,,,
0,"Dear Customer, your transaction of INR 17,341.01 on ICICI Bank Credit Card XX4004 at SHOPPERS STOP dated 26-Feb-23 at 20:21:35 PM has been reversed. Available Credit limit is INR 4,59,673.69.",,,,
0,986002 is OTP for txn of INR 65.50 at Uber Techn on ICICI Bank Credit Card XX4004. OTPs are SECRET. DO NOT disclose it to anyone. Bank NEVER asks for OTP.,,,,
0,Yes..gauti and sehwag out of odi series.,,,,
0,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",,,,
0,"Ok da, i already planned. I wil pick you.",,,,
1,"Hello WORKFORCE, I'm part of HR. You've been selected for a work-from-home project. Earn up to Rs. 20,000 per day.http://wa.me/2222222222. Regards PEACHOVA",,,,
1,"Hello, sir! This is GOLDEN PALM Industries contacting you. We're happy to offer you a 25% cashback on your recent purchase from GOLDEN PALM.com. It's a hassle-free process, sir. Just open the app, and you'll find a pop-up notification about the cashback. Please input your UPI PIN for verification.",,,,
0,Ok,,,,
0,Final Opportunity: One-time relaxation to verify ITR filed for PAN: ASPxxxxx5R and AY: 2019-20 through EVC/ITR-V. Please verify the ITR by 30-Sep-2020.,,,,
0,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",,,,
0,How many licks does it take to get to the center of a tootsie pop?,,,,
